time,x,y,z
0.0,7.694184622056564,6.940110225919845,3.2010897004981107
0.025025025025025027,8.04557978703642,11.404484736579857,4.734598247167877
0.05005005005005005,9.29504871135828,15.81599315074244,7.281673265223269
0.07507507507507508,11.246941779251333,20.16989638240347,11.299801854783576
0.1001001001001001,13.674168086204853,23.928477523381893,17.258492935299063
0.12512512512512514,16.20706107514627,25.825974296152268,25.23818412762968
0.15015015015015015,18.25087861115403,24.37606319960226,34.24922289799353
0.1751751751751752,19.057157800420395,18.911835453148914,42.00290240906349
0.2002002002002002,18.132866405952196,11.05069479151237,46.13840859435277
0.22522522522522523,15.61925855311465,3.1055615512066943,46.05682438579314
0.2502502502502503,12.126004605229216,-2.743847733551803,43.08393100590253
0.2752752752752753,8.411883446516057,-6.0331320669409525,39.18168360061342
0.3003003003003003,5.025261530054998,-7.43731893917003,35.55354078412365
0.3253253253253253,2.2131134840092876,-7.800651808624567,32.602069069347316
0.3503503503503504,0.0009732331053715626,-7.705594520222772,30.299922797689483
0.3753753753753754,-1.6816653586678516,-7.4927850672823455,28.50830670664444
0.4004004004004004,-2.9489743910219284,-7.324672296949265,27.08826061396186
0.42542542542542544,-3.9073236248620997,-7.27032602940554,25.949697658351354
0.45045045045045046,-4.659486434948041,-7.359371190139254,25.034683118386216
0.47547547547547553,-5.283241190824498,-7.588622230191829,24.31838388200504
0.5005005005005005,-5.830361471773033,-7.945905633926199,23.796707230873025
0.5255255255255256,-6.34958063714525,-8.410097827125659,23.467394905173343
0.5505505505505506,-6.868927355708235,-8.95511465074025,23.341061549594993
0.5755755755755756,-7.398159753790824,-9.550518484941232,23.434836959924024
0.6006006006006006,-7.9429284410600465,-10.153655208340242,23.75515022691247
0.6256256256256256,-8.499383297658165,-10.71468767526327,24.298630343712006
0.6506506506506506,-9.045438342193865,-11.172243162011775,25.05663052596915
0.6756756756756758,-9.552723477075693,-11.46442052250216,25.995162548353075
0.7007007007007008,-9.988383430396265,-11.538579848880918,27.048479923025262
0.7257257257257258,-10.31780064881814,-11.348493083602316,28.12735451638702
0.7507507507507508,-10.50495499095986,-10.901332456435142,29.124698953458452
0.7757757757757758,-10.522763685935699,-10.25270849981562,29.934313587228953
0.8008008008008008,-10.36762334248209,-9.460073416892362,30.48521406911953
0.8258258258258259,-10.059652081388414,-8.581989206433406,30.74225841982501
0.8508508508508509,-9.629035001415549,-7.703347482683839,30.703142071503283
0.8758758758758759,-9.109671859846914,-6.920302311826804,30.383403068829544
0.9009009009009009,-8.549033035415041,-6.282040763396909,29.821500138985893
0.9259259259259259,-7.990831093818517,-5.819238794029392,29.0827599807917
0.9509509509509511,-7.474929073497578,-5.543136943123347,28.256416416380244
0.9759759759759761,-7.032880354586686,-5.43404721524661,27.392713961725434
1.001001001001001,-6.681606252662462,-5.4762836122493,26.525836718669925
1.026026026026026,-6.431971702899462,-5.653905700235087,25.692496861426836
1.0510510510510511,-6.290084684622412,-5.945122563301673,24.92365552893547
1.0760760760760761,-6.254963236616579,-6.328830497405031,24.244251250644922
1.1011011011011012,-6.321709208344723,-6.801743829668783,23.676514939801155
1.1261261261261262,-6.489792474854764,-7.3547390592565005,23.244337112647333
1.1511511511511512,-6.753987889615803,-7.975194453555689,22.97159222578616
1.1761761761761762,-7.104037531240862,-8.647426607451909,22.882069622045915
1.2012012012012012,-7.525266962489186,-9.352661340897823,22.995500700017807
1.2262262262262262,-8.00644001430376,-10.05571772210825,23.32957841417188
1.2512512512512513,-8.533450237113144,-10.703958094612277,23.90340159734346
1.2762762762762763,-9.080861960979599,-11.241179906917719,24.709107106303968
1.3013013013013013,-9.611731543650428,-11.608089495361098,25.710522199931333
1.3263263263263263,-10.077833822283562,-11.742234457910238,26.843356623383322
1.3513513513513515,-10.438334707821081,-11.589789532584865,28.021502557568486
1.3763763763763766,-10.651628575221476,-11.157331668253441,29.12074302166251
1.4014014014014016,-10.687513621546804,-10.482343559294542,30.029707636736816
1.4264264264264266,-10.539974981613344,-9.620927946032662,30.668383486711306
1.4514514514514516,-10.224076145882645,-8.65373742927341,30.9877825314975
1.4764764764764766,-9.764074147282603,-7.700311169044188,30.97168460067167
1.5015015015015016,-9.206641612484216,-6.844464033216447,30.640945768832204
1.5265265265265267,-8.600891370091754,-6.145727837816871,30.04851919141954
1.5515515515515517,-7.995756407960917,-5.64352513976229,29.278879165599175
1.5765765765765767,-7.43768865421548,-5.337485873820239,28.411697295888256
1.6016016016016017,-6.956349835706249,-5.2117183842622365,27.49244424509052
1.6266266266266267,-6.571214506473595,-5.2525543053054005,26.567297641283744
1.6516516516516517,-6.295588306680104,-5.434599971733216,25.6768676231315
1.6766766766766767,-6.135637658338752,-5.724085852184788,24.855287480966147
1.7017017017017018,-6.0862905370118305,-6.113524650674051,24.123995882529037
1.7267267267267268,-6.145842979588217,-6.596635443674538,23.505481680197867
1.7517517517517518,-6.310711891815083,-7.1638024434152765,23.02386268551611
1.7767767767767768,-6.573754625048238,-7.805344407602774,22.703760132274077
1.8018018018018018,-6.923393467494581,-8.509456908607623,22.56635374828863
1.8268268268268268,-7.354095010663311,-9.25426365767828,22.640284764649625
1.8518518518518519,-7.859856819053528,-10.006329060559544,22.955636216144242
1.876876876876877,-8.422474582878442,-10.719449704859022,23.52418439921225
1.9019019019019021,-9.01143802335896,-11.334624719211346,24.339190160443817
1.9269269269269271,-9.584296715751098,-11.780261504593444,25.375503830242987
1.9519519519519521,-10.10192630522138,-11.984684398153444,26.58008368758218
1.9769769769769772,-10.514361487035915,-11.891371648734879,27.846289976359255
2.002002002002002,-10.775388894794247,-11.480011456972887,29.057439058120472
2.027027027027027,-10.853248277342884,-10.772856152152896,30.09755684904851
2.052052052052052,-10.730130436620005,-9.836633089942843,30.85237794843226
2.0770770770770772,-10.41300448759753,-8.789878856542357,31.25020037509252
2.1021021021021022,-9.934301072906138,-7.7520301416986115,31.278787906603846
2.1271271271271273,-9.339963077209848,-6.816478017394605,30.96324755934788
2.1521521521521523,-8.688529438589157,-6.050006042918063,30.365719938336355
2.1771771771771773,-8.036156340916527,-5.487983899771485,29.571775328992665
2.2022022022022023,-7.428245306214517,-5.139423470734922,28.650318663374346
2.2272272272272273,-6.900210713866482,-4.9912553342920365,27.665881948762234
2.2522522522522523,-6.4763470789973745,-5.008629029007784,26.68142049955633
2.2772772772772774,-6.166990248414114,-5.164212094348885,25.7342134375437
2.3023023023023024,-5.9748718464330075,-5.4434697091794755,24.849369995301377
2.3273273273273274,-5.899998396225152,-5.831416952843611,24.05336803239363
2.3523523523523524,-5.939055931557656,-6.31614018868056,23.369378473643525
2.3773773773773774,-6.0840316417252875,-6.890169401657358,22.81971626840619
2.4024024024024024,-6.334041708575543,-7.54761353760636,22.43067541898996
2.4274274274274275,-6.686423323252584,-8.27616781033469,22.22940881967451
2.4524524524524525,-7.131613439699692,-9.056310305703363,22.2432822806702
2.4774774774774775,-7.653149005844197,-9.8613025965557,22.499873340089852
2.5025025025025025,-8.232258215976378,-10.655344791210515,23.016163561083008
2.5275275275275275,-8.849303655882542,-11.365985632873032,23.805080499059134
2.5525525525525525,-9.472302801874674,-11.911955563703163,24.85611301735984
2.5775775775775776,-10.05701964741347,-12.219290684560125,26.116842763119408
2.6026026026026026,-10.54696470310833,-12.221332755002432,27.49294416726481
2.6276276276276276,-10.886428673078004,-11.858500376446978,28.85801463756724
2.6526526526526526,-11.033210444699959,-11.166320550725544,30.05986343414517
2.677677677677678,-10.95886327135663,-10.237402941323705,30.965513539587544
2.702702702702703,-10.66859944950277,-9.158638317055724,31.497244340656327
2.727727727727728,-10.198991283920401,-8.016652617992497,31.632733183091556
2.752752752752753,-9.589281903721934,-6.955051644028975,31.39201513844428
2.777777777777778,-8.900082558809999,-6.06575551430065,30.81694640761777
2.802802802802803,-8.192233966596081,-5.396100249658103,29.98411165983969
2.827827827827828,-7.519327077022879,-4.9643734496103775,29.006778058990616
2.852852852852853,-6.926445924525251,-4.750466253953228,27.979642730112875
2.877877877877878,-6.4388803974491,-4.721497960948309,26.935229867001922
2.902902902902903,-6.070174750585488,-4.852894690715226,25.916978915790004
2.927927927927928,-5.827541672395257,-5.116171075907987,24.958715917324326
2.9529529529529532,-5.709637965285606,-5.4864055765002,24.085653468595332
2.9779779779779783,-5.71077958846813,-5.958802591543376,23.319909339544495
3.0030030030030033,-5.829257925823003,-6.525651463414315,22.684342303021467
3.0280280280280283,-6.059756276689382,-7.180326616424111,22.204272158649324
3.0530530530530533,-6.393112945675109,-7.917618854879222,21.907467026797754
3.0780780780780783,-6.819188442288931,-8.725788060610597,21.81938444116095
3.1031031031031033,-7.336058522386653,-9.580432483932757,21.978202252786293
3.1281281281281283,-7.933580625896223,-10.442324283590551,22.415434639665225
3.1531531531531534,-8.58844589738176,-11.2537826702184,23.14456535207055
3.1781781781781784,-9.264179186043549,-11.93867390634031,24.161047712556417
3.2032032032032034,-9.917029099078848,-12.408482399670678,25.437758693734466
3.2282282282282284,-10.49423563454925,-12.569046344677485,26.887853517326718
3.2532532532532534,-10.934118754436488,-12.352412775377635,28.385128322442252
3.2782782782782784,-11.184604258812158,-11.745919993281621,29.785071555085107
3.3033033033033035,-11.204491970202719,-10.790857973220565,30.925356570706743
3.3283283283283285,-10.980781414398015,-9.60695888408105,31.674776266377965
3.3533533533533535,-10.534656697021328,-8.3595281379287,31.983538389508162
3.3783783783783785,-9.912207901512906,-7.177299453349732,31.85355179533867
3.4034034034034035,-9.182837474504048,-6.150180054909041,31.33758110864834
3.4284284284284285,-8.414803718222895,-5.352508764065903,30.538387411686312
3.4534534534534536,-7.67012363649427,-4.812646958544167,29.54676525162899
3.4784784784784786,-6.998905473433927,-4.518043489439378,28.450234650906562
3.5035035035035036,-6.435668333664396,-4.42530027791387,27.33383126611745
3.5285285285285286,-5.996907369573934,-4.501446264624647,26.237319321512725
3.5535535535535536,-5.688368004243118,-4.72101102712989,25.192570491359287
3.5785785785785786,-5.51097772454648,-5.0616517972195645,24.227312251213277
3.6036036036036037,-5.458866284888237,-5.507706552428034,23.363494287993184
3.6286286286286287,-5.525005869949771,-6.054535518946057,22.623259626765854
3.6536536536536537,-5.711764144639786,-6.6960816376608285,22.0287248222748
3.6786786786786787,-6.01586886685783,-7.425904959063503,21.60658269878644
3.7037037037037037,-6.427591100910298,-8.237508747917415,21.38841657134225
3.7287287287287287,-6.9313510806724095,-9.123426023730444,21.40942540000614
3.753753753753754,-7.520119188583121,-10.05324319836361,21.69936350936252
3.778778778778779,-8.185907911588252,-10.972289140202808,22.2998794587097
3.8038038038038042,-8.903674038747466,-11.80895433501855,23.22681069206005
3.8288288288288292,-9.63167059461962,-12.47292933519318,24.461574236674984
3.8538538538538543,-10.313208501865548,-12.856477191866578,25.952104147294044
3.8788788788788793,-10.888285738375327,-12.862008879013088,27.592706185834057
3.9039039039039043,-11.283712469061378,-12.437850627399069,29.207367870238276
3.9289289289289293,-11.445835346681298,-11.595155617711313,30.62561096700823
3.9539539539539543,-11.346152834298062,-10.410676418018918,31.691058188446167
3.9789789789789793,-10.981915105768428,-9.040907210106386,32.27921433379606
4.004004004004004,-10.394159254497717,-7.66954227714676,32.36676314108134
4.029029029029029,-9.64572867006114,-6.438913060054212,31.993669603038708
4.054054054054054,-8.815353667598425,-5.44613694225559,31.252196108564352
4.079079079079079,-7.982405329655645,-4.732004474820277,30.26678661583765
4.104104104104104,-7.207757133773222,-4.295231362593434,29.13463795038971
4.129129129129129,-6.536192946339406,-4.106597913785679,27.93876225832969
4.1541541541541545,-5.995309927106563,-4.109770885202753,26.751617347651525
4.1791791791791795,-5.593635064169968,-4.268016037714864,25.609046845339698
4.2042042042042045,-5.3310869627426065,-4.558003127119557,24.536430016257118
4.2292292292292295,-5.20433191199259,-4.9608356053525435,23.55748612743982
4.2542542542542545,-5.205786767547874,-5.4660870493318905,22.692094996511603
4.2792792792792795,-5.328028357109991,-6.071749428797125,21.96179276281269
4.3043043043043046,-5.571164636085224,-6.775624289667333,21.390075265912017
4.32932932932933,-5.931277256235519,-7.5742625090945825,21.006107141789265
4.354354354354355,-6.399488450675033,-8.463143318071012,20.845152284538333
4.37937937937938,-6.96501354912588,-9.429883359166526,20.943078258167528
4.404404404404405,-7.624278217088853,-10.436212775345645,21.344125564011865
4.42942942942943,-8.362510573662075,-11.423103185753908,22.088696036785574
4.454454454454455,-9.147630583520193,-12.305497411891034,23.186698851936622
4.47947947947948,-9.930368887073403,-12.972294441449533,24.617290258116117
4.504504504504505,-10.652087692405587,-13.30221639669298,26.31721673034256
4.52952952952953,-11.233829590221266,-13.18443646516928,28.132558025463815
4.554554554554555,-11.601804800205045,-12.572026075132978,29.877658881307408
4.57957957957958,-11.70017309686618,-11.49913491091718,31.3547438573124
4.604604604604605,-11.497170005770476,-10.087140624314667,32.36753701325095
4.62962962962963,-11.011080933579727,-8.554761971142042,32.83093017236217
4.654654654654655,-10.295672741241038,-7.092387259307149,32.74651951235648
4.67967967967968,-9.433694543481646,-5.829691416960055,32.178791471552906
4.704704704704705,-8.517238652699142,-4.852428735039194,31.259648816239988
4.72972972972973,-7.624370717515512,-4.193556208213353,30.116417925976737
4.754754754754755,-6.817661403463746,-3.830964271916681,28.856437988124654
4.77977977977978,-6.137976264355166,-3.7030936583254843,27.577088133032486
4.804804804804805,-5.603086171007627,-3.7626371901422777,26.323724446185942
4.82982982982983,-5.21704371836346,-3.974141523474553,25.127956703885946
4.854854854854855,-4.978016289403988,-4.308853064015091,24.01501101769817
4.87987987987988,-4.875907495211726,-4.750640343026014,23.003944719616605
4.904904904904905,-4.904217931169331,-5.294112081538658,22.112716564681566
4.92992992992993,-5.062294880843869,-5.935321542132472,21.360417317461362
4.954954954954955,-5.344453995428606,-6.676019086555584,20.772771046902967
4.97997997997998,-5.739903216979611,-7.523702861967418,20.38218164047003
5.005005005005005,-6.241357638256215,-8.478049006573627,20.223961520955594
5.03003003003003,-6.85419860157384,-9.519988161712467,20.344899562248678
5.055055055055055,-7.5714767969557535,-10.614247280401116,20.79351139411762
5.08008008008008,-8.372752428420613,-11.695872457936972,21.607577460395472
5.105105105105105,-9.224494052757512,-12.671816012111123,22.812837824259955
5.13013013013013,-10.079136970333538,-13.417471922255979,24.395216785282592
5.155155155155155,-10.86611045151077,-13.772110002638351,26.276492615244916
5.18018018018018,-11.503391571871322,-13.62041106055835,28.30520101319731
5.205205205205205,-11.9016877176141,-12.899162260183692,30.255735355579162
5.23023023023023,-11.992383292212244,-11.649845074225903,31.869701613644725
5.255255255255255,-11.743514368965878,-10.09513280904047,32.94974037782927
5.28028028028028,-11.178922486803648,-8.429020071300837,33.40058171131863
5.305305305305305,-10.376467343577652,-6.80459415802957,33.23335378764286
5.33033033033033,-9.420271609313303,-5.427950907715596,32.55424840092328
5.355355355355356,-8.411939579514257,-4.399361387320502,31.493276247661534
5.380380380380381,-7.440268145638186,-3.7300774133755366,30.211671861654754
5.405405405405406,-6.5730811654784045,-3.36904409573531,28.858311913342554
5.430430430430431,-5.847137917310125,-3.2580486833104176,27.488827628943852
5.455455455455456,-5.279396194281745,-3.342995894287651,26.15523705570715
5.480480480480481,-4.874287164714133,-3.572712372654216,24.889519318679834
5.505505505505506,-4.622747500736448,-3.918724141694667,23.711439103109207
5.530530530530531,-4.516258905036116,-4.366754067373756,22.636748977888594
5.555555555555556,-4.545657854747128,-4.911297826030969,21.68221917488296
5.580580580580581,-4.69959142846088,-5.557641374714164,20.86686565437391
5.605605605605606,-4.971029548663393,-6.313320744874138,20.214195084186375
5.630630630630631,-5.364777315304834,-7.184444197480767,19.75310187775733
5.655655655655656,-5.881712817096253,-8.170333969588327,19.521543295302294
